Company_ID,Establishment_Year,Tech_Readiness_Level,Company_Structure,IT_Budget_USD,Small_Branch_Offices,International_Branches,Days_Since_Last_Contract,Mnt_Cloud_Infrastructure,Mnt_CRM_Software,Mnt_ERP_Systems,Mnt_Cybersecurity,Mnt_Collaboration_Tools,Mnt_AI_Data_Analytics,Num_Discounted_Contracts,Num_SelfService_Contracts,Num_Partner_Reseller_Contracts,Num_Direct_Sales_Contracts,Num_B2B_Portal_Visits_Month,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,SLA_Breach_Complaints,Response,Mnt_Total_Enterprise_Spend,AI_Spending_Ratio,Partnership_Years,Macro_Cluster,Macro_Cluster_Name,Final_Segment,Probability_To_Buy,Target_Campaign
2747,1988,0,2,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,2126,0.080865068171133,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.9216589861751153,AcceptedCmp3
1577,1946,3,2,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,1736,0.054691997697179,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8728179551122195,AcceptedCmp3
8427,1956,2,1,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,1540,0.0279039584685269,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8728179551122195,AcceptedCmp3
217,1956,2,1,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,1540,0.0279039584685269,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8728179551122195,AcceptedCmp3
7396,1966,3,2,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,1597,0.016270337922403,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8728179551122195,AcceptedCmp3
5524,1957,3,1,58138.0,0,0,58,635,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,0,1,1617,0.0543881334981458,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
1966,1965,0,2,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,1672,0.0,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
1859,1972,2,2,75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,1890,0.0095187731359069,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
11071,1984,3,1,79607.0,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,1,1923,0.1122661122661122,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
460,1972,0,2,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,1753,0.0096921322690992,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
9529,1990,3,2,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,1627,0.1111793611793611,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
10102,1966,3,3,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,1478,0.0189317106152805,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
4543,1980,3,2,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,1919,0.1057291666666666,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
7381,1968,3,4,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,1442,0.0207900207900207,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
7274,1957,3,2,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,2153,0.0283194057567316,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
8314,1982,3,2,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,1772,0.0626057529610829,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
3179,1980,3,1,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,1572,0.0241576605212968,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
4501,1965,2,1,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,1478,0.1115618661257606,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
10936,1965,3,2,72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,1947,0.1278234086242299,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
3667,1969,3,2,80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,1757,0.0250284414106939,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
7723,1979,3,0,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,1440,0.0555170020818875,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
6406,1988,2,2,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,1427,0.0280112044817927,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
6543,1945,2,0,62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,1612,0.0378177309361438,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
3749,1973,3,0,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,1580,0.0094876660341555,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
5989,1959,1,4,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,1576,0.0215599239061509,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
5046,1958,3,4,78331.0,0,1,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,1638,0.0372178157413056,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
11074,1977,3,1,85072.0,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,1423,0.1692415730337078,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
8931,1986,3,0,83033.0,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,1761,0.0187287173666288,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
9209,1971,2,0,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,1564,0.0095846645367412,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
5718,1950,3,2,80763.0,0,0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,1,1415,0.163135593220339,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
5204,1971,3,0,74538.0,0,0,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,1,1461,0.0191518467852257,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
11112,1966,3,0,70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,1477,0.128552097428958,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
7789,1965,0,2,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,1672,0.0,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
3698,1983,3,0,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,2130,0.1130924448615673,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
1065,1963,3,1,80695.0,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,1918,0.0093798853569567,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
2963,1979,3,0,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,1440,0.0555170020818875,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
4310,1944,3,2,80589.0,0,0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,1428,0.0181945416375087,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
8643,1971,3,0,69930.0,0,0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,1662,0.1178592904389657,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
2612,1987,3,2,75794.0,0,0,33,754,160,625,63,32,48,1,7,5,12,3,0,0,0,1,0,0,0,1682,0.0285204991087344,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
7022,1971,3,2,76445.0,1,0,2,739,107,309,140,80,35,1,2,5,13,6,0,0,0,0,0,0,0,1410,0.0248051027639971,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
1964,1951,3,0,86610.0,0,0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,1603,0.0330423940149625,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
1215,1978,3,0,70440.0,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,1572,0.0559440559440559,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
4676,1951,2,3,73705.0,0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,1695,0.0630896226415094,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
10129,1966,3,0,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,1456,0.0734385724090597,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
